group,econ_ss_zscore,crime_vic
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,2.205366536,0
lpv,-2.604086725,1
lpv,-0.199360071,1
lpv,-0.199360071,0
lpv,-0.199360071,1
lpv,-0.199360071,1
lpv,-0.199360071,1
lpv,-0.199360071,0
lpv,-0.199360071,1
lpv,-0.199360071,1
lpv,-0.199360071,0
lpv,-0.199360071,0
lpv,-0.199360071,0
lpv,-0.199360071,0
lpv,-0.199360071,0
lpv,-0.199360071,0
lpv,-0.199360071,1
lpv,-0.199360071,1
lpv,-0.199360071,0
lpv,4.239153269,0
lpv,-5.136078,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,1
lpv,-0.448462365,1
lpv,-0.448462365,0
lpv,-0.448462365,1
lpv,-0.448462365,1
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,0
lpv,-0.448462365,1
lpv,4.12635069,1
lpv,-5.226001449,0
lpv,-0.549825544,0
lpv,-0.549825544,1
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,1
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,1
lpv,-0.549825544,0
lpv,-0.549825544,1
lpv,-0.549825544,1
lpv,-0.549825544,1
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,-0.549825544,0
lpv,5.269631103,1
lpv,-5.294837149,0
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,0
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,0
lpv,-0.012602928,0
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,0
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,1
lpv,-0.012602928,0
lpv,4.518909683,0
lpv,-4.962404752,0
lpv,-0.221747534,0
lpv,-0.221747534,0
lpv,-0.221747534,0
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,0
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,0
lpv,-0.221747534,1
lpv,-0.221747534,0
lpv,-0.221747534,0
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,0
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,-0.221747534,1
lpv,6.009071671,0
lpv,-6.171080648,1
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,1
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,0
lpv,-0.081004256,1
lpv,-0.081004256,1
lpv,-0.081004256,1
lpv,6.369230871,0
lpv,-7.223848405,1
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,1
lpv,-0.427308574,1
lpv,-0.427308574,1
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,1
lpv,-0.427308574,1
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,1
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,0
lpv,-0.427308574,1
lpv,-0.427308574,0
lpv,-0.427308574,1
lpv,8.391735898,0
lpv,-9.094808711,1
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,1
lpv,-0.351536363,1
lpv,-0.351536363,1
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,1
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,0
lpv,-0.351536363,0
sec8,2.62084101,1
sec8,-2.945129618,0
sec8,-0.16214421,0
sec8,-0.16214421,0
sec8,-0.16214421,0
sec8,-0.16214421,1
sec8,-0.16214421,0
sec8,-0.16214421,0
sec8,-0.16214421,1
sec8,-0.16214421,1
sec8,-0.16214421,1
sec8,-0.16214421,1
sec8,-0.16214421,0
sec8,-0.16214421,1
sec8,-0.16214421,1
sec8,-0.16214421,0
sec8,2.592454538,1
sec8,-2.49939728,1
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,1
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,1
sec8,0.046528679,1
sec8,0.046528679,0
sec8,0.046528679,0
sec8,0.046528679,1
sec8,0.046528679,1
sec8,0.046528679,0
sec8,0.046528679,1
sec8,4.773832223,1
sec8,-4.960422415,1
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,0
sec8,-0.093295142,0
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,1
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,-0.093295142,0
sec8,-0.093295142,1
sec8,-0.093295142,0
sec8,5.466354868,0
sec8,-5.758903727,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,1
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,-0.146274558,0
sec8,-0.146274558,1
sec8,5.293372914,0
sec8,-5.707468722,1
sec8,-0.207047741,1
sec8,-0.207047741,1
sec8,-0.207047741,0
sec8,-0.207047741,1
sec8,-0.207047741,0
sec8,-0.207047741,0
sec8,-0.207047741,1
sec8,-0.207047741,1
sec8,-0.207047741,1
sec8,-0.207047741,0
sec8,-0.207047741,0
sec8,-0.207047741,0
sec8,-0.207047741,1
sec8,-0.207047741,1
sec8,6.018342083,1
sec8,-5.727171,1
sec8,0.145585623,1
sec8,0.145585623,0
sec8,0.145585623,1
sec8,0.145585623,1
sec8,0.145585623,1
sec8,0.145585623,0
sec8,0.145585623,0
sec8,0.145585623,1
sec8,0.145585623,0
sec8,0.145585623,1
sec8,0.145585623,0
sec8,0.145585623,0
sec8,0.145585623,0
sec8,0.145585623,0
sec8,0.145585623,1
sec8,0.145585623,1
sec8,9.552469694,1
sec8,-10.99909535,0
sec8,-0.723312828,0
sec8,-0.723312828,1
sec8,-0.723312828,0
sec8,-0.723312828,1
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,1
sec8,-0.723312828,0
sec8,-0.723312828,1
sec8,-0.723312828,1
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,0
sec8,-0.723312828,1
sec8,-0.723312828,1
sec8,-0.723312828,0
sec8,-0.723312828,0
lpv,1.994653176,0
lpv,-2.914663711,1
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,1
lpv,-0.460005268,1
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,1
lpv,-0.460005268,1
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,0
lpv,-0.460005268,1
lpv,2.282239121,0
lpv,-2.044299491,0
lpv,0.118969768,1
lpv,0.118969768,0
lpv,0.118969768,0
lpv,0.118969768,0
lpv,0.118969768,0
lpv,0.118969768,0
lpv,0.118969768,1
lpv,0.118969768,1
lpv,0.118969768,0
lpv,0.118969768,1
lpv,0.118969768,0
lpv,0.118969768,1
lpv,0.118969768,0
lpv,0.118969768,1
lpv,0.118969768,0
lpv,0.118969768,1
lpv,0.118969768,0
lpv,2.520118128,0
lpv,-2.601130543,0
lpv,-0.040506143,0
lpv,-0.040506143,1
lpv,-0.040506143,1
lpv,-0.040506143,1
lpv,-0.040506143,0
lpv,-0.040506143,1
lpv,-0.040506143,0
lpv,-0.040506143,0
lpv,-0.040506143,0
lpv,-0.040506143,0
lpv,-0.040506143,1
lpv,-0.040506143,1
lpv,-0.040506143,0
lpv,-0.040506143,1
lpv,-0.040506143,0
lpv,-0.040506143,0
lpv,-0.040506143,1
lpv,2.475356561,1
lpv,-2.331191681,0
lpv,0.072082369,1
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,1
lpv,0.072082369,0
lpv,0.072082369,0
lpv,0.072082369,1
lpv,0.072082369,1
lpv,0.072082369,1
lpv,0.072082369,0
lpv,0.072082369,0
lpv,3.36091145,1
lpv,-3.28771531,0
lpv,0.036598096,1
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,1
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,1
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,1
lpv,0.036598096,1
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,1
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,0
lpv,0.036598096,0
lpv,3.016940028,1
lpv,-3.054151719,0
lpv,-0.018605801,1
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,-0.018605801,0
lpv,-0.018605801,0
lpv,-0.018605801,1
lpv,4.000486667,1
lpv,-4.132447146,0
lpv,-0.065980371,0
lpv,-0.065980371,1
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,1
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,1
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,1
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,-0.065980371,0
lpv,3.718796796,0
lpv,-5.091941072,0
lpv,-0.686572289,0
lpv,-0.686572289,1
lpv,-0.686572289,1
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,1
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,1
lpv,-0.686572289,0
lpv,-0.686572289,1
lpv,-0.686572289,1
lpv,-0.686572289,1
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,-0.686572289,1
lpv,-0.686572289,0
lpv,-0.686572289,0
lpv,4.946342293,0
lpv,-4.443337797,0
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,0
lpv,0.251502286,0
lpv,0.251502286,0
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,0.251502286,1
lpv,0.251502286,0
lpv,4.331447459,0
lpv,-4.222729269,1
lpv,0.054358977,0
lpv,0.054358977,1
lpv,0.054358977,1
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,1
lpv,0.054358977,0
lpv,0.054358977,1
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,0.054358977,0
lpv,3.938964581,1
lpv,-3.347132719,0
lpv,0.295915894,0
lpv,0.295915894,1
lpv,0.295915894,1
lpv,0.295915894,1
lpv,0.295915894,0
lpv,0.295915894,0
lpv,0.295915894,0
lpv,0.295915894,1
lpv,0.295915894,1
lpv,0.295915894,0
lpv,0.295915894,0
lpv,0.295915894,0
lpv,0.295915894,1
lpv,0.295915894,1
lpv,0.295915894,0
lpv,0.295915894,1
lpv,0.295915894,1
lpv,5.346312984,0
lpv,-4.549467675,1
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,0
lpv,0.398422655,1
lpv,6.441915094,0
lpv,-6.380995685,0
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,0
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,0
lpv,0.030459575,1
lpv,0.030459575,0
lpv,0.030459575,0
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,1
lpv,0.030459575,1
sec8,1.935378085,0
sec8,-3.121713032,1
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,1
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,0
sec8,-0.593167413,1
sec8,-0.593167413,1
sec8,-0.593167413,1
sec8,-0.593167413,1
sec8,3.673345096,1
sec8,-3.377547876,0
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,1
sec8,0.147898595,1
sec8,0.147898595,1
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,1
sec8,0.147898595,0
sec8,0.147898595,1
sec8,0.147898595,0
sec8,0.147898595,0
sec8,0.147898595,1
sec8,0.147898595,0
sec8,0.147898595,1
sec8,3.393075833,1
sec8,-2.727684371,0
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,1
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,0
sec8,0.33269564,1
sec8,0.33269564,0
sec8,0.33269564,1
sec8,2.807402742,1
sec8,-3.480033531,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,1
sec8,-0.336315425,1
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,1
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,0
sec8,-0.336315425,1
sec8,-0.336315425,1
sec8,-0.336315425,0
sec8,-0.336315425,1
sec8,2.828791711,1
sec8,-3.335226477,0
sec8,-0.253217337,1
sec8,-0.253217337,0
sec8,-0.253217337,1
sec8,-0.253217337,1
sec8,-0.253217337,0
sec8,-0.253217337,0
sec8,-0.253217337,0
sec8,-0.253217337,0
sec8,-0.253217337,1
sec8,-0.253217337,0
sec8,-0.253217337,1
sec8,-0.253217337,0
sec8,-0.253217337,1
sec8,-0.253217337,0
sec8,-0.253217337,0
sec8,-0.253217337,0
sec8,2.910675861,0
sec8,-2.119014811,0
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,1
sec8,0.395830586,0
sec8,0.395830586,1
sec8,0.395830586,1
sec8,0.395830586,1
sec8,0.395830586,1
sec8,0.395830586,0
sec8,0.395830586,1
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,0
sec8,0.395830586,1
sec8,2.880038293,0
sec8,-2.776633139,0
sec8,0.051702527,1
sec8,0.051702527,0
sec8,0.051702527,1
sec8,0.051702527,0
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,0
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,1
sec8,0.051702527,0
sec8,3.625088127,0
sec8,-3.813530635,1
sec8,-0.094221187,0
sec8,-0.094221187,1
sec8,-0.094221187,0
sec8,-0.094221187,0
sec8,-0.094221187,1
sec8,-0.094221187,1
sec8,-0.094221187,1
sec8,-0.094221187,0
sec8,-0.094221187,0
sec8,-0.094221187,1
sec8,-0.094221187,1
sec8,-0.094221187,0
sec8,-0.094221187,1
sec8,5.509936146,0
sec8,-6.939722426,0
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,1
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,1
sec8,-0.714893209,1
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,1
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,-0.714893209,0
sec8,8.934350006,1
sec8,-9.264380859,1
sec8,-0.165015383,1
sec8,-0.165015383,1
sec8,-0.165015383,0
sec8,-0.165015383,1
sec8,-0.165015383,1
sec8,-0.165015383,1
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
sec8,-0.165015383,0
